Temperature (K),Luminosity (L0),Radius (R0),Absolute Magnitude,Star Color,Spectral Class,Star Color Strings
6138.15019,2.743027013,1.23434777,3.950340912,8,F,Yellowish White
7297.952879,3.709012566,1.287909527,4.324090889,10,F,Yellow-White
7126.225625,4.525922375,1.335921418,2.672828867,8,F,Yellowish White
6799.767536,1.573471071,1.253076386,3.539901777,4,F,White
6035.02783,1.768870892,1.276904583,3.605262002,4,F,White
6419.279426,2.818500496,1.182243093,3.870298075,4,F,White
6602.909104,2.022177822,1.203708914,3.099309566,8,F,Yellowish White
6128.722403,1.619339135,1.22320741,3.703755432,10,F,Yellow-White
6742.284588,4.237873976,1.262491458,2.89700781,10,F,Yellow-White
6423.637622,2.645357767,1.210070529,3.81351483,3,F,Pale Yellow Orange
6585.640038,4.361167154,1.215815871,3.89671412,10,F,Yellow-White
6751.196934,2.107666676,1.372895643,3.419360761,8,F,Yellowish White
6097.2976,3.866412064,1.296534957,2.815318339,3,F,Pale Yellow Orange
6074.54547,4.564601683,1.384668654,3.343571634,8,F,Yellowish White
6391.243366,4.150044153,1.304519969,3.692108733,10,F,Yellow-White
6678.237623,2.303690001,1.21267976,3.144662993,8,F,Yellowish White
6730.444306,2.756302667,1.175634363,4.161457641,10,F,Yellow-White
6314.021201,2.771074329,1.286590975,2.745370016,4,F,White
7186.536211,2.436050889,1.260661404,3.002361404,10,F,Yellow-White
7073.454551,2.680559668,1.322876534,4.375215034,8,F,Yellowish White
6577.909649,1.804362271,1.339859865,3.810416418,4,F,White
7276.681332,3.080458782,1.249855297,4.005821738,4,F,White
6751.74783,3.091324097,1.29185335,4.121717062,8,F,Yellowish White
6304.750545,1.601624284,1.201395981,2.596853436,10,F,Yellow-White
7053.767575,3.729856554,1.385882153,3.329418275,8,F,Yellowish White
6586.656414,1.708105754,1.278201661,3.950978111,10,F,Yellow-White
6324.95992,2.092186399,1.219061651,2.778088022,4,F,White
7242.068791,3.896379098,1.207284888,3.765114518,3,F,Pale Yellow Orange
6185.445451,3.440985594,1.388232104,2.993666915,4,F,White
6666.3324,1.521125418,1.322355207,4.179944546,4,F,White
7263.502679,2.508298034,1.326968187,4.173341647,10,F,Yellow-White
6842.816808,2.818140477,1.314230478,3.406144837,3,F,Pale Yellow Orange
6799.072304,2.012725617,1.344741862,3.289517473,10,F,Yellow-White
6610.545483,1.760867654,1.295117389,4.423190603,10,F,Yellow-White
6751.114907,3.112600067,1.275807533,2.516356605,3,F,Pale Yellow Orange
7184.707195,2.796380328,1.369682827,3.296877379,10,F,Yellow-White
6489.086368,4.385951314,1.248237318,3.475544548,8,F,Yellowish White
6297.394204,3.381374796,1.210658877,3.736273526,10,F,Yellow-White
6550.582333,4.36130629,1.220406657,2.640019988,4,F,White
6355.675087,3.111332893,1.376192753,2.785375839,4,F,White
6577.935597,1.54911835,1.325668805,3.808453265,3,F,Pale Yellow Orange
6815.769561,1.517441218,1.363263932,2.93663919,8,F,Yellowish White
6695.03363,2.081793744,1.244670924,2.738263858,8,F,Yellowish White
6501.074808,2.780785936,1.308255408,2.586274202,3,F,Pale Yellow Orange
7135.485129,4.013736668,1.157889211,2.831116362,4,F,White
6390.453355,2.057982729,1.380008385,3.522211807,8,F,Yellowish White
6520.03863,2.475700148,1.267436721,4.234536038,4,F,White
6673.040569,3.757284567,1.279975797,4.032521476,3,F,Pale Yellow Orange
6080.372129,2.505214522,1.341578028,2.769901849,3,F,Pale Yellow Orange
6300.777387,2.626758124,1.23405415,2.629841355,4,F,White
6154.031789,2.043958782,1.30649628,3.844889903,8,F,Yellowish White
6128.414047,2.856820992,1.231725502,3.464413849,8,F,Yellowish White
7157.358092,4.635065969,1.227776712,3.490835826,3,F,Pale Yellow Orange
6043.405801,4.607184038,1.311519599,3.126967329,4,F,White
7090.745489,2.877646647,1.258422908,3.147001939,4,F,White
6659.446742,3.864102098,1.175721637,4.318202628,8,F,Yellowish White
6147.831373,2.382749681,1.209037742,3.400673248,3,F,Pale Yellow Orange
6637.579354,4.82495698,1.392945699,3.997271601,3,F,Pale Yellow Orange
6779.274236,3.686387607,1.324724354,2.870506659,10,F,Yellow-White
6117.280973,2.224317795,1.314862564,2.669844041,8,F,Yellowish White
7271.691244,1.883793064,1.231524335,2.914058408,4,F,White
6848.924404,3.480473636,1.154955479,3.617831324,4,F,White
6599.471765,2.460166887,1.292618148,3.823400874,10,F,Yellow-White
7122.885544,1.74907841,1.159083725,4.378426313,3,F,Pale Yellow Orange
6341.677794,2.054572551,1.216185686,2.580490749,10,F,Yellow-White
7071.151826,1.673321037,1.197664609,2.827316998,3,F,Pale Yellow Orange
6427.667897,3.883093118,1.262324906,3.376246688,3,F,Pale Yellow Orange
7223.69069,4.236145343,1.342163795,3.151335208,8,F,Yellowish White
6317.340492,4.325778187,1.306984049,2.679864725,3,F,Pale Yellow Orange
7244.243215,2.427687576,1.228675073,4.120639272,10,F,Yellow-White
6664.072454,4.63564789,1.223010784,3.299117949,10,F,Yellow-White
6733.953817,3.627951308,1.169559497,3.8106286,8,F,Yellowish White
7291.830971,1.550402935,1.192985958,3.633686997,4,F,White
7002.279122,2.704100621,1.330320086,2.506243729,8,F,Yellowish White
6407.942497,3.367826574,1.172362147,3.802702962,3,F,Pale Yellow Orange
6075.234412,3.69716902,1.379453051,3.134194688,4,F,White
6057.295929,3.063580552,1.257419238,3.031867674,10,F,Yellow-White
7056.827161,4.338869753,1.169930718,3.420896407,10,F,Yellow-White
6535.695261,2.006897963,1.293036028,3.74632188,8,F,Yellowish White
6499.412119,4.911902813,1.357943079,4.103706861,4,F,White
6680.064492,4.418160231,1.236841951,3.622328239,3,F,Pale Yellow Orange
7159.793657,2.690354063,1.344972251,2.549608181,3,F,Pale Yellow Orange
6527.696833,3.656836731,1.327084808,4.087080873,8,F,Yellowish White
6785.705565,2.56314659,1.29773559,3.046177645,4,F,White
6123.244623,1.812265686,1.244248424,4.145822688,10,F,Yellow-White
6436.775661,3.325340317,1.248456256,3.877109566,10,F,Yellow-White
6188.29439,4.388520365,1.257077211,3.707804903,4,F,White
6318.344689,4.173743178,1.255756402,3.273900188,10,F,Yellow-White
6492.663156,4.816737578,1.204731071,2.631070676,4,F,White
6351.415496,2.667415456,1.274191163,4.497186777,8,F,Yellowish White
6280.279089,2.864084339,1.159967428,3.822087796,4,F,White
6823.850444,2.02644508,1.291204125,2.958344599,4,F,White
7039.630241,2.667965472,1.16228574,2.684509151,3,F,Pale Yellow Orange
6271.068235,3.4378759,1.368070311,2.981957324,3,F,Pale Yellow Orange
7165.13305,3.426028807,1.36500619,4.305139325,8,F,Yellowish White
6969.422312,2.061473657,1.234564486,2.934695977,8,F,Yellowish White
6697.301549,1.909813144,1.393507616,3.459045506,4,F,White
7260.954752,2.894926519,1.388693752,4.318456526,4,F,White
6734.348121,4.409840516,1.397155249,2.887564884,10,F,Yellow-White
6282.996869,2.147504219,1.189429419,3.395975213,8,F,Yellowish White
7115.092273,3.252750151,1.150729588,3.735600173,3,F,Pale Yellow Orange
7120.599113,1.94210068,1.21204499,3.688426066,10,F,Yellow-White
6407.292853,4.526199586,1.23657253,3.831754437,3,F,Pale Yellow Orange
6425.079475,4.183259909,1.208334678,3.035360383,8,F,Yellowish White
7092.017425,3.475237374,1.338972796,3.347734366,3,F,Pale Yellow Orange
6640.292622,2.863492802,1.206481921,4.098647594,3,F,Pale Yellow Orange
6067.473229,3.215481822,1.262110811,4.36462566,4,F,White
7011.42388,4.604164335,1.214861142,3.439438195,10,F,Yellow-White
6554.674102,4.667668986,1.236448628,3.112606775,3,F,Pale Yellow Orange
6363.950446,3.244361344,1.375738737,3.378743665,8,F,Yellowish White
6433.560415,3.352294326,1.153175217,3.113720081,3,F,Pale Yellow Orange
6477.021938,4.683952517,1.183055701,3.050025948,3,F,Pale Yellow Orange
7033.230133,3.525094564,1.247015664,2.777494772,8,F,Yellowish White
6050.298021,4.215247863,1.360155253,2.833094937,4,F,White
6944.670136,3.814881207,1.203316576,3.487894787,3,F,Pale Yellow Orange
7134.489797,3.143800336,1.383808599,2.673167022,3,F,Pale Yellow Orange
6371.559217,2.269186669,1.392450095,4.353677817,3,F,Pale Yellow Orange
6853.904037,3.609064085,1.243814639,2.7969525,3,F,Pale Yellow Orange
6301.452613,2.144906489,1.396215711,2.820958397,8,F,Yellowish White
6808.540124,2.191284004,1.180521424,3.935447176,8,F,Yellowish White
6097.660898,4.516972513,1.340239368,3.849788925,8,F,Yellowish White
7256.782638,1.939772383,1.294840421,3.217039086,10,F,Yellow-White
6792.960944,3.759530895,1.305289136,2.680915807,10,F,Yellow-White
6498.829734,3.030613736,1.27247606,2.51649609,8,F,Yellowish White
6039.740705,3.644117736,1.205112588,3.245558063,10,F,Yellow-White
7114.835263,4.081188452,1.186033561,4.076614277,4,F,White
6784.606141,2.561478065,1.308793926,3.394572113,4,F,White
7102.192527,1.650386996,1.350603923,2.699249366,8,F,Yellowish White
6656.001121,4.424276357,1.317410815,4.111662276,3,F,Pale Yellow Orange
6010.284089,2.792578628,1.267900739,3.818909971,4,F,White
7194.795131,3.814687573,1.386119529,3.404728185,4,F,White
6533.916234,4.635019713,1.297870217,3.566724722,3,F,Pale Yellow Orange
6952.075472,2.459346731,1.20668694,3.553329474,8,F,Yellowish White
6196.436863,4.99264467,1.320960922,3.759362118,3,F,Pale Yellow Orange
7059.80326,4.420236835,1.230160714,3.793128862,3,F,Pale Yellow Orange
7182.483291,4.269702906,1.337229636,2.883661465,3,F,Pale Yellow Orange
7011.3252,3.798144479,1.399535802,4.103464125,3,F,Pale Yellow Orange
6984.260077,3.402855567,1.217433338,2.89314198,10,F,Yellow-White
6526.756781,2.853384654,1.382967409,3.322587276,3,F,Pale Yellow Orange
6912.471404,4.377812306,1.324096763,2.971386723,8,F,Yellowish White
6735.099218,3.583670799,1.173814821,3.044410876,10,F,Yellow-White
6760.157258,4.235744622,1.211468043,2.517336988,3,F,Pale Yellow Orange
6448.388979,4.956860947,1.383664388,4.356561637,3,F,Pale Yellow Orange
6915.503211,4.258888302,1.269946055,3.54043899,4,F,White
6209.122783,4.485223103,1.370631936,3.428251216,10,F,Yellow-White
6001.968113,3.199644902,1.344824329,3.547059458,4,F,White
6730.601108,4.558146254,1.154570971,3.173624215,10,F,Yellow-White
6710.429362,2.668464791,1.342690436,3.164757896,8,F,Yellowish White
6716.07609,2.218608726,1.321449601,4.476575764,8,F,Yellowish White
6902.897789,3.230249737,1.366916766,3.447433805,10,F,Yellow-White
7205.74232,1.609231359,1.295127418,3.993721876,4,F,White
7227.473402,4.396510452,1.306526195,3.839917655,3,F,Pale Yellow Orange
7174.242328,2.424901032,1.177786798,4.091183999,10,F,Yellow-White
6785.338172,3.871247663,1.203423556,3.04508685,3,F,Pale Yellow Orange
7204.072684,4.278525176,1.159092442,3.067830259,4,F,White
6152.030136,3.886453527,1.261136232,3.9345115,3,F,Pale Yellow Orange
6443.04196,3.777657331,1.231645226,2.869274236,8,F,Yellowish White
6047.749577,2.33069605,1.221823558,4.167406717,3,F,Pale Yellow Orange
6699.880806,3.170912177,1.274112997,2.839330026,8,F,Yellowish White
6958.397442,4.777467428,1.195426299,4.406531353,3,F,Pale Yellow Orange
6235.589253,2.343862289,1.383447968,3.94509609,4,F,White
6554.12066,2.231898578,1.385045321,2.768496806,10,F,Yellow-White
6127.618344,2.453652097,1.297865771,4.206184992,8,F,Yellowish White
6394.188037,4.215360971,1.150202155,4.363385484,4,F,White
7014.159396,2.659939952,1.375751612,3.628369334,4,F,White
6698.048542,3.610761455,1.320723235,3.297646661,3,F,Pale Yellow Orange
6999.792863,2.144052023,1.168462754,3.383205005,10,F,Yellow-White
6830.626739,1.806105976,1.399096041,3.903361482,8,F,Yellowish White
7161.092719,2.581203835,1.228614242,3.020085981,3,F,Pale Yellow Orange
6078.897504,2.308074415,1.352304959,2.557058902,8,F,Yellowish White
6228.503009,4.682154682,1.265362651,4.395930469,4,F,White
6541.231417,4.77909521,1.296785367,4.49233792,3,F,Pale Yellow Orange
6961.729393,1.611575943,1.269398878,4.058966543,8,F,Yellowish White
7160.84123,3.577764651,1.288113408,4.478802818,10,F,Yellow-White
6033.609299,1.653361326,1.193829135,3.475105915,8,F,Yellowish White
6178.831937,2.987159952,1.296811217,2.75596532,3,F,Pale Yellow Orange
6551.313662,3.325534476,1.188700383,3.428734555,3,F,Pale Yellow Orange
6993.936816,4.441187975,1.261363138,3.985180982,3,F,Pale Yellow Orange
6681.768344,3.687603877,1.284405356,3.846783246,3,F,Pale Yellow Orange
6980.825767,2.393216382,1.265475029,4.247959015,8,F,Yellowish White
6220.737976,4.666419325,1.358527427,4.016500799,4,F,White
6874.545108,4.185552109,1.399043077,3.734350483,3,F,Pale Yellow Orange
6804.248566,3.469329256,1.393061068,3.049634447,4,F,White
6008.899916,4.640037368,1.336482343,3.172756689,10,F,Yellow-White
6962.293181,2.788277933,1.199989238,4.171447085,8,F,Yellowish White
7289.256121,2.682058524,1.159082309,3.271772754,10,F,Yellow-White
6166.635764,3.665993746,1.197151016,2.660693124,10,F,Yellow-White
6468.757588,1.80413404,1.294386837,4.231168743,8,F,Yellowish White
6248.395245,2.814241361,1.307068086,3.370748121,4,F,White
6928.716959,2.155833736,1.241193688,2.844161747,10,F,Yellow-White
6231.227115,4.336843415,1.309139502,2.508592826,3,F,Pale Yellow Orange
7282.903375,4.031368683,1.372823365,3.804993661,3,F,Pale Yellow Orange
6022.098869,3.861359161,1.213379552,3.239379252,3,F,Pale Yellow Orange
6051.73541,4.69893496,1.221589834,3.252198391,8,F,Yellowish White
7045.629692,4.373363141,1.181354794,3.382684921,3,F,Pale Yellow Orange
7117.729971,3.420536228,1.282143443,3.532247697,8,F,Yellowish White
6736.128286,1.55439558,1.35519159,3.100229232,10,F,Yellow-White
6980.346485,1.831402251,1.224943865,3.456643612,8,F,Yellowish White
6675.369196,3.30165402,1.346919729,2.512493772,10,F,Yellow-White
6761.675814,4.833689234,1.259253143,2.842871792,10,F,Yellow-White
6247.952934,4.450714186,1.287634929,3.107114869,4,F,White
6654.473903,4.772542861,1.396528618,3.988929123,8,F,Yellowish White
6066.189022,4.906945798,1.322445246,3.661786684,10,F,Yellow-White
6072.924466,2.803842365,1.392534194,3.902414366,8,F,Yellowish White
6435.75662,2.623152418,1.17399146,4.10932885,8,F,Yellowish White
6820.176184,4.241367653,1.374523059,4.203970478,3,F,Pale Yellow Orange
7159.57116,2.242776,1.164610773,2.735441912,10,F,Yellow-White
6875.415614,4.85703272,1.180829538,3.814527312,10,F,Yellow-White
6890.847153,4.755815042,1.307681436,4.005902944,3,F,Pale Yellow Orange
6904.468231,2.780053206,1.242526086,3.90425758,3,F,Pale Yellow Orange
7039.780863,2.707193364,1.229893068,3.710236907,3,F,Pale Yellow Orange
6858.786717,3.924385699,1.348923583,2.576533251,8,F,Yellowish White
6675.917574,4.008113526,1.225426203,2.890300181,10,F,Yellow-White
6431.257334,4.301202238,1.301865422,3.161363397,8,F,Yellowish White
7214.424527,3.577846671,1.265493061,3.785666803,10,F,Yellow-White
6320.420033,1.840112542,1.223148173,2.934807855,10,F,Yellow-White
6664.568282,3.458282082,1.358104739,2.653819616,4,F,White
6962.413252,1.650814861,1.292631489,4.461178711,4,F,White
6330.419093,4.151711024,1.167627028,2.913517924,4,F,White
7099.260186,3.808766352,1.216577923,4.466506678,3,F,Pale Yellow Orange
6699.600749,3.598107623,1.192718708,3.720742028,4,F,White
7183.176974,2.294481624,1.290076856,2.995957105,8,F,Yellowish White
6455.918333,3.998000263,1.200522626,3.535915859,10,F,Yellow-White
7215.922348,4.035758446,1.273092203,3.925662108,3,F,Pale Yellow Orange
7206.035297,2.704762894,1.332341855,3.019738055,10,F,Yellow-White
6764.010469,1.614627891,1.388749096,2.729372012,8,F,Yellowish White
6132.290775,4.452655469,1.340592085,3.599338993,8,F,Yellowish White
6476.938722,4.196050401,1.170017035,2.937803532,4,F,White
6358.599195,3.283763229,1.384561556,3.124351168,10,F,Yellow-White
6345.926752,3.974371476,1.393618461,4.446266166,10,F,Yellow-White
6294.500244,4.269108676,1.301777607,3.118380981,10,F,Yellow-White
6001.717014,2.657341564,1.38937374,4.392495007,3,F,Pale Yellow Orange
7160.909583,4.697862997,1.232662635,3.321123733,4,F,White
6589.546759,3.51846737,1.375303786,2.520667203,8,F,Yellowish White
6751.947307,2.50768246,1.150091406,3.120137995,4,F,White
6410.287201,2.434027011,1.270820005,2.810413675,4,F,White
7292.221938,4.615623627,1.186868687,4.48816508,8,F,Yellowish White
7279.060749,2.781354164,1.228748022,3.400478409,4,F,White
7253.912258,2.025053857,1.192843865,3.590436575,3,F,Pale Yellow Orange
6866.144811,4.812146494,1.298226734,3.024663556,10,F,Yellow-White
6944.005629,3.777923601,1.314402003,4.265082469,8,F,Yellowish White
6434.255321,4.937750991,1.237240673,2.706122144,4,F,White
6679.604596,2.178417929,1.163423362,4.147125379,10,F,Yellow-White
6355.360675,4.400599082,1.161792008,3.354351461,8,F,Yellowish White
6933.892737,3.228307313,1.163964452,4.340689365,3,F,Pale Yellow Orange
7011.422823,3.567724876,1.167877999,3.556024318,3,F,Pale Yellow Orange
6105.383485,1.657117003,1.153918886,4.24166928,8,F,Yellowish White
6288.054183,3.475603532,1.393419752,3.205621621,3,F,Pale Yellow Orange
6265.147342,3.717405061,1.33369918,3.300304823,3,F,Pale Yellow Orange
6811.329098,3.24334917,1.338096404,3.695845781,3,F,Pale Yellow Orange
6942.76665,1.708682701,1.158328402,4.323035856,4,F,White
7084.673444,3.303071145,1.179401529,2.765974038,3,F,Pale Yellow Orange
6024.563997,1.686182287,1.215325817,2.584334835,3,F,Pale Yellow Orange
6262.752921,4.452711722,1.3733395,3.302077922,8,F,Yellowish White
6609.82085,3.581354736,1.393015284,3.691415375,3,F,Pale Yellow Orange
6491.913736,3.918565907,1.398518472,4.339358593,3,F,Pale Yellow Orange
6442.511854,3.765293702,1.236696566,3.087551624,10,F,Yellow-White
6083.00654,3.682039425,1.223075534,3.590078685,8,F,Yellowish White
6989.736714,4.838504119,1.196811852,4.063363557,8,F,Yellowish White
6523.460712,2.119303972,1.335787084,3.154799083,8,F,Yellowish White
6876.576631,3.162168187,1.329504681,2.690525537,4,F,White
6716.398357,4.448412633,1.197223681,3.383365225,3,F,Pale Yellow Orange
6066.894317,3.239372094,1.258484451,2.55815364,3,F,Pale Yellow Orange
6399.744719,4.168416546,1.161398284,3.850780762,8,F,Yellowish White
7255.078197,2.129570403,1.313868369,2.723180747,8,F,Yellowish White
7210.917695,3.9206772,1.345260552,2.899280562,8,F,Yellowish White
6491.434745,4.70048699,1.365725106,3.560323077,8,F,Yellowish White
6802.97125,2.069300986,1.346338218,3.754713694,4,F,White
6731.293409,2.998336419,1.258373076,3.247193264,4,F,White
7079.728923,1.646481532,1.236955312,3.712907268,4,F,White
7245.00836,2.290111899,1.163847138,4.192777369,10,F,Yellow-White
6098.157349,3.831526281,1.354860361,3.903891378,8,F,Yellowish White
7154.431716,4.549707089,1.176510085,3.285747829,3,F,Pale Yellow Orange
6731.181479,2.706549203,1.151518512,3.643737326,8,F,Yellowish White
6252.661663,1.595380475,1.218760588,2.99954747,4,F,White
6287.888628,4.668489336,1.385692826,3.954693466,3,F,Pale Yellow Orange
6917.491964,3.148717863,1.318564832,3.186658291,8,F,Yellowish White
6775.789867,4.686624066,1.246414599,2.65726935,3,F,Pale Yellow Orange
6762.184895,2.647929212,1.364236572,3.104461857,10,F,Yellow-White
7259.042393,3.918862401,1.318706222,3.100804964,4,F,White
6756.266453,1.561067933,1.30202423,2.546442395,3,F,Pale Yellow Orange
6129.740379,3.293213975,1.259856459,2.852228503,3,F,Pale Yellow Orange
6216.583668,2.661347872,1.390321301,4.221837593,3,F,Pale Yellow Orange
6132.721933,2.676393566,1.355726625,3.811896339,8,F,Yellowish White
6190.121236,4.836709617,1.152624858,4.213075203,10,F,Yellow-White
6873.034197,4.126768935,1.185404184,3.041880932,4,F,White
6831.809136,2.668734803,1.270702459,4.291895559,3,F,Pale Yellow Orange
6484.166087,3.714914621,1.295154608,2.917580792,3,F,Pale Yellow Orange
6211.734856,2.954409981,1.223247241,4.42833636,4,F,White
6506.374451,3.517749292,1.259716741,3.328720176,3,F,Pale Yellow Orange
7039.969536,4.85825185,1.249566297,2.959130428,10,F,Yellow-White
6519.73181,3.655468802,1.18432637,4.136740398,8,F,Yellowish White
6981.65481,2.027022637,1.388190427,3.220886987,8,F,Yellowish White
6383.773535,4.433947441,1.240011167,3.503048136,4,F,White
6832.007684,4.041578968,1.359244352,3.995348237,3,F,Pale Yellow Orange
7150.652301,1.880961701,1.160333931,4.163699761,10,F,Yellow-White
6272.53632,2.064730392,1.255957647,3.288941964,4,F,White
6624.463434,2.539536013,1.168909493,2.693272694,4,F,White
6146.883827,2.982538536,1.228453719,3.03078323,4,F,White
6172.080532,3.349450464,1.386495663,4.083890025,3,F,Pale Yellow Orange
6083.202935,2.462840804,1.363625864,4.373721485,3,F,Pale Yellow Orange
6103.086614,4.397846283,1.193382779,3.636517177,3,F,Pale Yellow Orange
6815.040413,4.274746577,1.283970897,4.376043114,8,F,Yellowish White
6534.734156,2.458117976,1.223722301,3.694496789,8,F,Yellowish White
6830.166592,3.654930401,1.375718039,4.475903935,3,F,Pale Yellow Orange
7113.524052,1.855427533,1.170346852,4.024697005,3,F,Pale Yellow Orange
6992.647543,3.844871261,1.346868725,2.871231737,3,F,Pale Yellow Orange
7269.008385,2.715888092,1.193602124,3.533540011,4,F,White
7015.998419,3.843234612,1.329996988,3.78030419,3,F,Pale Yellow Orange
7216.258165,2.533557844,1.208001665,4.237901801,3,F,Pale Yellow Orange
6960.897817,3.881497885,1.201784371,3.700236739,10,F,Yellow-White
6329.705698,2.878205733,1.204033027,4.499338759,10,F,Yellow-White
6935.02537,2.871364154,1.394167636,2.758352601,4,F,White
6901.5664,2.224371553,1.245462252,3.086741288,10,F,Yellow-White
7005.314636,4.035821074,1.308822224,3.453758747,4,F,White
6971.382211,4.36756876,1.16164101,2.759164864,4,F,White
6413.898767,4.742650731,1.208017095,2.95624693,4,F,White
6663.560244,3.299419971,1.368710095,2.862144089,8,F,Yellowish White
7004.986419,2.176001508,1.265035637,3.844031156,8,F,Yellowish White
6744.660184,3.610153176,1.150765894,3.151569681,3,F,Pale Yellow Orange
7240.005436,2.193630658,1.266235319,4.081175055,8,F,Yellowish White
6223.043996,2.936374013,1.356017973,3.59202781,4,F,White
7179.405624,4.48576185,1.367971393,2.961113122,8,F,Yellowish White
6977.885249,3.001786267,1.225268632,3.873524938,4,F,White
6372.027801,4.739805028,1.209001302,2.598165203,10,F,Yellow-White
6815.633445,2.805772014,1.357894566,3.64519707,4,F,White
6601.6763,3.943862292,1.259438151,4.487524642,3,F,Pale Yellow Orange
6168.271019,3.560188974,1.276771827,3.22593806,10,F,Yellow-White
6714.200061,1.853031502,1.196368644,3.61744132,4,F,White
7260.36212,2.943382501,1.187874643,4.354560709,4,F,White
6574.782637,4.736478795,1.376701407,3.019752991,4,F,White
6768.253109,1.694426657,1.398187476,4.164950053,10,F,Yellow-White
6144.261321,2.844166411,1.24752036,2.85025181,4,F,White
6259.807979,2.342240407,1.356702638,4.259684388,3,F,Pale Yellow Orange
6211.853334,2.297330124,1.388514421,3.059265529,8,F,Yellowish White
6047.940655,2.749921355,1.373460515,4.198952003,10,F,Yellow-White
6354.542063,4.734358964,1.360251564,4.113432031,8,F,Yellowish White
6299.173667,3.258744212,1.320821039,2.878250305,4,F,White
6466.108095,4.311331739,1.192949065,4.457117911,4,F,White
6174.645509,2.725952121,1.209387826,3.00745532,3,F,Pale Yellow Orange
7298.172976,3.105388788,1.25857129,4.057092256,3,F,Pale Yellow Orange
6667.577111,4.828838319,1.156265546,4.121569082,10,F,Yellow-White
6504.200196,1.965441817,1.217161648,3.495905895,3,F,Pale Yellow Orange
6324.808585,1.746075343,1.395039836,4.331446303,4,F,White
6474.178154,3.971285046,1.228173114,2.701967086,10,F,Yellow-White
6518.774804,4.760959715,1.292937911,2.771649178,3,F,Pale Yellow Orange
7204.190988,1.881153199,1.302915804,4.216633592,4,F,White
5775.385166,1.202671434,1.139027141,4.586422032,3,G,Pale Yellow Orange
5639.851912,0.6538646547,1.121392122,4.67944774,1,G,Red
5324.302845,0.9458490839,0.9860837838,5.046349473,2,G,Orange-Red
5380.107734,1.042112347,1.085537829,5.138739861,2,G,Orange-Red
5353.637577,1.296745554,0.967313041,5.301474762,3,G,Pale Yellow Orange
5725.477275,0.7330300398,0.9881509813,5.042377368,3,G,Pale Yellow Orange
5463.426096,1.036980516,0.9951051794,5.276208052,1,G,Red
5399.40801,0.6646514175,1.082618768,5.108361482,3,G,Pale Yellow Orange
5671.121239,1.308699245,1.122745124,5.206498655,2,G,Orange-Red
5951.210937,0.9543589031,1.122141384,4.982983356,3,G,Pale Yellow Orange
5731.831939,0.8125452606,1.053867234,4.504002693,3,G,Pale Yellow Orange
5782.924342,0.6725108912,1.108366715,4.678750021,1,G,Red
5464.098107,0.6711042847,1.012184225,4.894852219,3,G,Pale Yellow Orange
5444.790702,1.434685783,1.143802151,5.002462128,1,G,Red
5326.156386,0.7842438086,1.148200574,4.846616545,2,G,Orange-Red
5764.355476,1.460922525,0.9760453192,5.08217276,3,G,Pale Yellow Orange
5655.078199,0.9057678148,1.022660749,5.027106699,1,G,Red
5640.060315,1.463969834,1.010976766,5.189697922,2,G,Orange-Red
5903.186506,0.9088314617,1.001025335,4.657171244,1,G,Red
5975.860433,0.6570805535,1.105734134,4.952803205,2,G,Orange-Red
5831.781555,1.151225928,1.029360344,4.844407443,3,G,Pale Yellow Orange
5472.675614,1.100052048,0.9892632825,5.379478435,2,G,Orange-Red
5773.387223,1.415805017,0.9913541794,5.342475254,2,G,Orange-Red
5831.513811,0.7811028005,1.129739154,5.303463256,3,G,Pale Yellow Orange
5710.33287,1.308924192,1.139700063,4.899176687,3,G,Pale Yellow Orange
5875.707487,0.9129471783,1.058318804,5.176373932,3,G,Pale Yellow Orange
5948.784602,1.474935757,0.9634909454,5.318462835,3,G,Pale Yellow Orange
5746.296815,1.352447184,1.039668106,4.835986047,1,G,Red
5313.256507,1.240624957,0.9831961783,4.604661561,3,G,Pale Yellow Orange
5429.038442,0.7934095636,1.140851092,4.972608913,3,G,Pale Yellow Orange
5318.718496,0.6139028924,1.011334266,4.807012623,3,G,Pale Yellow Orange
5954.49907,0.7890393302,1.129794114,5.264462544,3,G,Pale Yellow Orange
5639.127151,1.082821565,1.130086423,4.667608392,1,G,Red
5856.349891,0.6976122696,1.107351095,4.687870487,1,G,Red
5619.784738,1.36838552,1.132675976,4.977387831,1,G,Red
5645.946483,1.419766014,0.9631692717,4.575856694,1,G,Red
5597.999767,0.900352729,1.142264857,4.716692622,3,G,Pale Yellow Orange
5924.240509,1.02222891,0.9742980004,5.071097368,3,G,Pale Yellow Orange
5911.999584,0.6026071757,1.014175358,4.599968298,2,G,Orange-Red
5743.205259,0.8798174354,1.052742256,5.046610209,3,G,Pale Yellow Orange
5504.595519,1.036700003,1.14440863,5.300781833,1,G,Red
5504.174838,0.8359488689,1.067941525,4.941617104,3,G,Pale Yellow Orange
5471.850031,1.214800661,1.012054365,4.782156953,2,G,Orange-Red
5793.043544,1.420067148,0.9845258385,5.185926348,3,G,Pale Yellow Orange
5842.228311,1.11345146,0.9894864916,5.35907373,3,G,Pale Yellow Orange
5875.857493,0.838750204,1.011074248,5.081295402,1,G,Red
5864.332752,1.435624628,1.042438994,4.936787602,2,G,Orange-Red
5477.639667,0.6578202784,1.035221658,4.894363683,1,G,Red
5860.349903,1.163671505,1.040796833,4.667743853,2,G,Orange-Red
5740.796106,1.45345084,1.076733961,4.898820866,2,G,Orange-Red
